cryptocurrency,symbol,date,price_usd,market_cap,volume_24h,price_change_percent_24h,price_change_percent_7d,total_supply,circulating_supply
Bitcoin,BTC,2025-04-17 00:00:00,84105.77942167096,1670497569762.047,26948109141.803364,0.0,0.0,19853284.0,19853284.0
Ethereum,ETH,2025-04-17 00:00:00,1577.7073516760117,190419833063.11868,13120084885.866234,0.0,0.0,120703159.4902972,120703159.4902972
Tether,USDT,2025-04-17 00:00:00,1.000002611700067,144632716534.40927,21762446975.495525,0.0,0.0,144796521706.9247,144640112847.9336
XRP,XRP,2025-04-17 00:00:00,2.0835198434155506,121582974416.46419,2975625490.375688,0.0,0.0,99986232255.0,58394167593.0
BNB,BNB,2025-04-17 00:00:00,582.9884895445316,85049370657.6528,590793445.4085172,0.0,0.0,145887575.79,145887575.79
Solana,SOL,2025-04-17 00:00:00,131.4761427933663,67870163137.17048,5101503918.076568,0.0,0.0,598877479.5914825,516600595.7969205
USDC,USDC,2025-04-17 00:00:00,0.9999842196107162,60482834985.68738,3893357454.8418775,0.0,0.0,60903888473.28612,60899158217.32691
Dogecoin,DOGE,2025-04-17 00:00:00,0.15471755583387967,23025656395.115612,811820241.5800865,0.0,0.0,148911716383.7052,148897266383.7052
TRON,TRX,2025-04-17 00:00:00,0.2478342979014942,23542455448.220703,788325821.37743,0.0,0.0,94949549864.75703,94948951498.8779
Cardano,ADA,2025-04-17 00:00:00,0.6106653469788688,21981556631.93492,591359664.0730368,0.0,0.0,45000000000.0,36010655200.17876
Lido Staked Ether,STETH,2025-04-17 00:00:00,1575.743238550785,14651516437.920006,31050492.994616985,0.0,0.0,9289382.375387471,9289382.375387471
Wrapped Bitcoin,WBTC,2025-04-17 00:00:00,84164.31124365093,10853239069.309942,292046669.9970733,0.0,0.0,128814.95633878,128814.95633878
LEO Token,LEO,2025-04-17 00:00:00,9.401993601574972,8681537022.898197,2823428.5074071675,0.0,0.0,985239504.0,923663987.9
Chainlink,LINK,2025-04-17 00:00:00,12.356538480086515,7882281071.191306,351801464.54358006,0.0,0.0,1000000000.0,638099971.4505637
Avalanche,AVAX,2025-04-17 00:00:00,18.76735836646445,7804030032.642852,256604149.11838847,0.0,0.0,452713670.4285683,416044305.8511507
Stellar,XLM,2025-04-17 00:00:00,0.23560774616978417,7265290280.421447,156219885.14034423,0.0,0.0,50001786892.81785,30824180511.85238
Toncoin,TON,2025-04-17 00:00:00,2.8888684291052646,7249435376.760331,168498786.55009395,0.0,0.0,5127576094.771251,2509919738.378288
Shiba Inu,SHIB,2025-04-17 00:00:00,1.1843907082150025e-05,6979610387.629036,137841629.095688,0.0,0.0,589504523006463.8,589250416347722.5
USDS,USDS,2025-04-17 00:00:00,1.0000217180072122,7223544242.104338,16967842.416691,0.0,0.0,7192391610.004856,7192391610.004856
Hedera,HBAR,2025-04-17 00:00:00,0.1573192168278055,6645423179.810232,207169472.75725,0.0,0.0,50000000000.0,42228651561.95843
Sui,SUI,2025-04-17 00:00:00,2.0554851891543144,6682188411.789219,789148427.6732122,0.0,0.0,10000000000.0,3249982900.458887
Wrapped stETH,WSTETH,2025-04-17 00:00:00,1894.0998965756633,6747447716.080059,52667866.261557646,0.0,0.0,3565961.29872003,3565961.29872003
Bitcoin Cash,BCH,2025-04-17 00:00:00,322.5227448770184,6409183264.922446,127397411.60278074,0.0,0.0,19858099.89665078,19858099.89665078
Hyperliquid,HYPE,2025-04-17 00:00:00,15.774369820846301,5272990223.456046,135898154.4268248,0.0,0.0,999990391.0,333928180.0
Litecoin,LTC,2025-04-17 00:00:00,74.31575905789768,5628221152.3442135,329901355.6438539,0.0,0.0,75761783.23347135,75759570.73347135
