cryptocurrency,symbol,date,price_usd,market_cap,volume_24h,price_change_percent_24h,price_change_percent_7d,total_supply,circulating_supply
Bitcoin,BTC,2025-04-09 00:00:00,76329.090356324,1515042499757.3254,47812787635.22632,0.0,0.0,19853284.0,19853284.0
Ethereum,ETH,2025-04-09 00:00:00,1471.3608854365523,177496121145.5316,22451028357.384758,0.0,0.0,120703159.4902972,120703159.4902972
Tether,USDT,2025-04-09 00:00:00,0.9990462655067889,144054569797.2035,31569687106.7447,0.0,0.0,144796521706.9247,144640112847.9336
XRP,XRP,2025-04-09 00:00:00,1.791941720267648,104372568049.6828,5812951206.534424,0.0,0.0,99986232255.0,58394167593.0
BNB,BNB,2025-04-09 00:00:00,553.3962669418149,80712379865.58907,932386850.4083754,0.0,0.0,145887575.79,145887575.79
Solana,SOL,2025-04-09 00:00:00,105.48654682895575,54362173273.33906,6176838846.398615,0.0,0.0,598877479.5914825,516600595.7969205
USDC,USDC,2025-04-09 00:00:00,0.9998881783890707,60138507773.40787,15774772166.370958,0.0,0.0,60903888473.28612,60899158217.32691
Dogecoin,DOGE,2025-04-09 00:00:00,0.14198151472944057,21106734800.421078,1942313541.7331955,0.0,0.0,148911716383.7052,148897266383.7052
TRON,TRX,2025-04-09 00:00:00,0.2303552679246285,21867008017.07952,835449161.918658,0.0,0.0,94949549864.75703,94948951498.8779
Cardano,ADA,2025-04-09 00:00:00,0.5576109268777084,20068874438.813213,1236707673.7302747,0.0,0.0,45000000000.0,36010655200.17876
Lido Staked Ether,STETH,2025-04-09 00:00:00,1469.4726248343811,13774980169.468811,48899575.53119541,0.0,0.0,9289382.375387471,9289382.375387471
Wrapped Bitcoin,WBTC,2025-04-09 00:00:00,76228.70595363599,9836281700.712057,319235973.3882304,0.0,0.0,128814.95633878,128814.95633878
LEO Token,LEO,2025-04-09 00:00:00,8.9881209052728,8302805748.130011,3897590.6244652,0.0,0.0,985239504.0,923663987.9
Chainlink,LINK,2025-04-09 00:00:00,10.89326505450453,6949315310.048627,523864838.1631954,0.0,0.0,1000000000.0,638099971.4505637
Avalanche,AVAX,2025-04-09 00:00:00,16.10131975864899,6687931319.1290655,372492520.59235674,0.0,0.0,452713670.4285683,416044305.8511507
Stellar,XLM,2025-04-09 00:00:00,0.22063896393246105,6789972420.958813,223258708.6168526,0.0,0.0,50001786892.81785,30824180511.85238
Toncoin,TON,2025-04-09 00:00:00,2.981204049816211,7382707589.880977,150603520.61941522,0.0,0.0,5127576094.771251,2509919738.378288
Shiba Inu,SHIB,2025-04-09 00:00:00,1.0642205473282942e-05,6270951569.272801,241854891.1366028,0.0,0.0,589504523006463.8,589250416347722.5
USDS,USDS,2025-04-09 00:00:00,0.9999139818877586,7732110382.278951,11631950.798312087,0.0,0.0,7192391610.004856,7192391610.004856
