cryptocurrency,symbol,date,price_usd,market_cap,volume_24h,price_change_percent_24h,price_change_percent_7d,total_supply,circulating_supply
Bitcoin,BTC,2025-03-29 00:00:00,84359.46915506005,1673182800974.1038,31674486232.097313,0.0,0.0,19853284.0,19853284.0
Ethereum,ETH,2025-03-29 00:00:00,1896.9173600459985,228784244898.24844,18419487648.39739,0.0,0.0,120703159.4902972,120703159.4902972
Tether,USDT,2025-03-29 00:00:00,0.9995155167001366,144112246172.76373,56191378011.63005,0.0,0.0,144796521706.9247,144640112847.9336
XRP,XRP,2025-03-29 00:00:00,2.2038347130132383,128190870625.22104,3837465479.151629,0.0,0.0,99986232255.0,58394167593.0
BNB,BNB,2025-03-29 00:00:00,619.5224559274657,90341522666.95381,1035501259.6012462,0.0,0.0,145887575.79,145887575.79
Solana,SOL,2025-03-29 00:00:00,129.44621681849003,66247008410.83447,3970975243.7690816,0.0,0.0,598877479.5914825,516600595.7969205
USDC,USDC,2025-03-29 00:00:00,0.9999837951571748,60252631298.78622,11664786038.092247,0.0,0.0,60903888473.28612,60899158217.32691
Dogecoin,DOGE,2025-03-29 00:00:00,0.18027688468027825,26786788253.431107,1384586893.3114476,0.0,0.0,148911716383.7052,148897266383.7052
TRON,TRX,2025-03-29 00:00:00,0.23246685982410384,22078024892.031635,574215316.3786612,0.0,0.0,94949549864.75703,94948951498.8779
Cardano,ADA,2025-03-29 00:00:00,0.7054500054704209,25351181721.866997,774769179.0151162,0.0,0.0,45000000000.0,36010655200.17876
Lido Staked Ether,STETH,2025-03-29 00:00:00,1896.3516574339912,17746236224.60517,18917174.958504062,0.0,0.0,9289382.375387471,9289382.375387471
Wrapped Bitcoin,WBTC,2025-03-29 00:00:00,84256.93963772366,10858616407.889894,303955923.5196325,0.0,0.0,128814.95633878,128814.95633878
LEO Token,LEO,2025-03-29 00:00:00,9.689798358462207,8948860895.98344,4625225.070193374,0.0,0.0,985239504.0,923663987.9
Chainlink,LINK,2025-03-29 00:00:00,14.252300680204359,9092497870.37486,495769902.4377186,0.0,0.0,1000000000.0,638099971.4505637
Avalanche,AVAX,2025-03-29 00:00:00,20.393905102379996,8458204933.932984,328693057.7943167,0.0,0.0,452713670.4285683,416044305.8511507
Stellar,XLM,2025-03-29 00:00:00,0.2742913533203879,8441514930.753966,186001254.44830066,0.0,0.0,50001786892.81785,30824180511.85238
Toncoin,TON,2025-03-29 00:00:00,3.797397361302538,9437776739.267256,454141133.3079528,0.0,0.0,5127576094.771251,2509919738.378288
Shiba Inu,SHIB,2025-03-29 00:00:00,1.32462140755763e-05,7804300072.40321,232403141.38119936,0.0,0.0,589504523006463.8,589250416347722.5
USDS,USDS,2025-03-29 00:00:00,0.9998235414937245,7697506876.71836,19887252.427428845,0.0,0.0,7192391610.004856,7192391610.004856
Hedera,HBAR,2025-03-29 00:00:00,0.1819995458325715,7678777474.143069,203089284.73349354,0.0,0.0,50000000000.0,42228651561.95843
Sui,SUI,2025-03-29 00:00:00,2.505966042347635,7941175383.829883,1232218199.2335007,0.0,0.0,10000000000.0,3249982900.458887
Wrapped stETH,WSTETH,2025-03-29 00:00:00,2255.626432232026,8141922397.460718,24910717.603701882,0.0,0.0,3565961.29872003,3565961.29872003
Bitcoin Cash,BCH,2025-03-29 00:00:00,307.5762894821343,6101840877.888168,177107855.44108203,0.0,0.0,19858099.89665078,19858099.89665078
Hyperliquid,HYPE,2025-03-29 00:00:00,13.373194307203732,4461377487.728142,92386387.64998469,0.0,0.0,999990391.0,333928180.0
Litecoin,LTC,2025-03-29 00:00:00,87.41653156849024,6613738585.018041,492930223.88561195,0.0,0.0,75761783.23347135,75759570.73347135
Polkadot,DOT,2025-03-29 00:00:00,4.288950588191705,6525848247.071601,208166543.03374335,0.0,0.0,1522267060.0,1522267060.0
Bitget Token,BGB,2025-03-29 00:00:00,4.817507007197655,5778717210.204986,121726125.85954437,0.0,0.0,1169993089.2,1169993089.2
Binance Bridged USDT (BNB Smart Chain),BSC-USD,2025-03-29 00:00:00,0.9982532684566465,5177226337.0663,234505982.9872668,0.0,0.0,5184994200.618545,5184994200.618545
Ethena USDe,USDE,2025-03-29 00:00:00,0.9992241616921249,5243694387.522493,124645244.96920742,0.0,0.0,4830197621.700232,4830197621.700232
Pi Network,PI,2025-03-29 00:00:00,0.824851563173806,5582218890.37396,212261833.9226065,0.0,0.0,10636589627.46786,6913783257.854113
WETH,WETH,2025-03-29 00:00:00,1896.9053493904066,5458942044.18255,534838642.20402956,0.0,0.0,2768328.50769902,2768328.50769902
WhiteBIT Coin,WBT,2025-03-29 00:00:00,28.741925254961746,4140639741.635624,16885432.50753848,0.0,0.0,327258822.0,144118517.10815412
Monero,XMR,2025-03-29 00:00:00,217.7950250490589,4015586066.9390087,60127552.70526853,0.0,0.0,18446744.07370955,18446744.07370955
Wrapped eETH,WEETH,2025-03-29 00:00:00,2017.6292453873377,4283396445.864514,15341702.699738817,0.0,0.0,2039769.912583269,2039769.912583269
Coinbase Wrapped BTC,CBBTC,2025-03-29 00:00:00,84328.81384121279,2739696062.975901,102535611.94634898,0.0,0.0,38890.91588901,38890.91588901
Uniswap,UNI,2025-03-29 00:00:00,6.175917010620423,3708246290.31204,188042220.85448223,0.0,0.0,1000000000.0,600483073.71
Dai,DAI,2025-03-29 00:00:00,0.9995639404402596,3246691659.4833865,210079685.5002426,0.0,0.0,3167287406.131517,3167287406.131517
Pepe,PEPE,2025-03-29 00:00:00,7.782141463988082e-06,3275050118.979801,531930444.35035676,0.0,0.0,420690000000000.0,420690000000000.0
OKB,OKB,2025-03-29 00:00:00,49.19180011049884,2950596915.396165,9795378.824205589,0.0,0.0,235957685.3,60000000.0
Aptos,APT,2025-03-29 00:00:00,5.55516779071089,3353839312.017101,147525103.1966911,0.0,0.0,1148687920.20845,618031523.3269073
Gate,GT,2025-03-29 00:00:00,22.82752103750198,2805853287.114101,14134835.726534266,0.0,0.0,300000000.0,122910587.76765741
